"Option","Strike","Type","Bid","Ask","Days_expiration"
"JUN 16",400,"CALL",1430.6,1449.8,297
"JUN 16",450,"CALL",1380.9,1400.1,297
"JUN 16",500,"CALL",1331.2,1350.4,297
"JUN 16",550,"CALL",1281.6,1300.8,297
"JUN 16",600,"CALL",1232.1,1251.3,297
"JUN 16",650,"CALL",1182.7,1201.9,297
"JUN 16",700,"CALL",1133.6,1152.8,297
"JUN 16",750,"CALL",1084.8,1104,297
"JUN 16",775,"CALL",1060.5,1079.7,297
"JUN 16",800,"CALL",1036.2,1055.4,297
"JUN 16",825,"CALL",1012,1031.2,297
"JUN 16",850,"CALL",987.8,1007,297
"JUN 16",875,"CALL",963.6,982.8,297
"JUN 16",900,"CALL",939.5,958.7,297
"JUN 16",925,"CALL",915.4,934.6,297
"JUN 16",950,"CALL",891.3,910.5,297
"JUN 16",975,"CALL",867.2,886.4,297
"JUN 16",1000,"CALL",843.1,862.3,297
"JUN 16",1025,"CALL",819.3,838.5,297
"JUN 16",1050,"CALL",795.5,814.7,297
"JUN 16",1075,"CALL",771.8,791,297
"JUN 16",1100,"CALL",748.1,767.3,297
"JUN 16",1125,"CALL",724.5,743.7,297
"JUN 16",1150,"CALL",700.9,720.1,297
"JUN 16",1175,"CALL",677.7,696.9,297
"JUN 16",1200,"CALL",654.4,673.6,297
"JUN 16",1225,"CALL",631.3,650.5,297
"JUN 16",1250,"CALL",608.3,627.5,297
"JUN 16",1275,"CALL",585.5,604.7,297
"JUN 16",1300,"CALL",562.8,582,297
"JUN 16",1325,"CALL",540.2,559.4,297
"JUN 16",1350,"CALL",517.8,537,297
"JUN 16",1375,"CALL",495.6,514.8,297
"JUN 16",1400,"CALL",473.6,492.8,297
"JUN 16",1425,"CALL",451.7,470.9,297
"JUN 16",1450,"CALL",430.1,449.3,297
"JUN 16",1475,"CALL",408.7,427.9,297
"JUN 16",1500,"CALL",387.5,406.7,297
"JUN 16",1525,"CALL",366.6,385.8,297
"JUN 16",1550,"CALL",345.9,365.1,297
"JUN 16",1575,"CALL",325.6,344.8,297
"JUN 16",1600,"CALL",305.5,324.7,297
"JUN 16",1625,"CALL",285.8,305,297
"JUN 16",1650,"CALL",266.5,285.7,297
"JUN 16",1675,"CALL",247.6,266.8,297
"JUN 16",1700,"CALL",229.1,248.3,297
"JUN 16",1725,"CALL",211.1,230.3,297
"JUN 16",1750,"CALL",195.2,211.2,297
"JUN 16",1775,"CALL",179.9,192.7,297
"JUN 16",1800,"CALL",163.6,176.4,297
"JUN 16",1825,"CALL",147.8,160.6,297
"JUN 16",1850,"CALL",132.7,145.5,297
"JUN 16",1870,"CALL",121,133.8,297
"JUN 16",1875,"CALL",118.1,130.9,297
"JUN 16",1900,"CALL",104.4,117.2,297
"JUN 16",1925,"CALL",93.7,101.7,297
"JUN 16",1950,"CALL",81.5,89.5,297
"JUN 16",1975,"CALL",70.1,78.1,297
"JUN 16",2000,"CALL",59.6,67.6,297
"JUN 16",2025,"CALL",50.1,58.1,297
"JUN 16",2050,"CALL",43.5,47.5,297
"JUN 16",2075,"CALL",36.2,39.4,297
"JUN 16",2100,"CALL",29.5,32.5,297
"JUN 16",2125,"CALL",23.9,26.3,297
"JUN 16",2150,"CALL",19.3,20.9,297
"JUN 16",2175,"CALL",15.3,16.5,297
"JUN 16",2200,"CALL",11.9,13.1,297
"JUN 16",2225,"CALL",9.2,10.1,297
"JUN 16",2250,"CALL",6.9,7.8,297
"JUN 16",2275,"CALL",5.1,6,297
"JUN 16",2300,"CALL",3.7,4.5,297
"JUN 16",2325,"CALL",2.65,3.4,297
"JUN 16",2350,"CALL",1.9,2.6,297
"JUN 16",2375,"CALL",1.4,1.95,297
"JUN 16",2400,"CALL",1,1.55,297
"JUN 16",2425,"CALL",0.75,1.2,297
"JUN 16",2450,"CALL",0.55,1,297
"JUN 16",2500,"CALL",0.25,0.65,297
"JUN 16",2800,"CALL",0,0.3,297
"JUN 16",3000,"CALL",0,0.3,297
"JUN 16",3500,"CALL",0,0.3,297
"JUN5 16",500,"CALL",1332.5,1351.7,311
"JUN5 16",600,"CALL",1233.4,1252.6,311
"JUN5 16",700,"CALL",1134.7,1153.9,311
"JUN5 16",750,"CALL",1085.5,1104.7,311
"JUN5 16",800,"CALL",1036.4,1055.6,311
"JUN5 16",850,"CALL",987.5,1006.7,311
"JUN5 16",900,"CALL",938.8,958,311
"JUN5 16",950,"CALL",890.4,909.6,311
"JUN5 16",1000,"CALL",842.2,861.4,311
"JUN5 16",1050,"CALL",794.4,813.6,311
"JUN5 16",1100,"CALL",746.9,766.1,311
"JUN5 16",1150,"CALL",699.8,719,311
"JUN5 16",1200,"CALL",653.2,672.4,311
"JUN5 16",1250,"CALL",607.2,626.4,311
"JUN5 16",1300,"CALL",561.8,581,311
"JUN5 16",1350,"CALL",517.2,536.4,311
"JUN5 16",1400,"CALL",473.4,492.6,311
"JUN5 16",1450,"CALL",430.5,449.7,311
"JUN5 16",1500,"CALL",388.5,407.7,311
"JUN5 16",1550,"CALL",347.6,366.8,311
"JUN5 16",1600,"CALL",307.9,327.1,311
"JUN5 16",1650,"CALL",269.5,288.7,311
"JUN5 16",1700,"CALL",232.7,251.9,311
"JUN5 16",1750,"CALL",199.2,215.2,311
"JUN5 16",1800,"CALL",167.8,180.6,311
"JUN5 16",1850,"CALL",136.9,149.7,311
"JUN5 16",1900,"CALL",108.6,121.4,311
"JUN5 16",1950,"CALL",85.4,93.4,311
"JUN5 16",2000,"CALL",62.8,70.8,311
"JUN5 16",2050,"CALL",45.7,49.7,311
"JUN5 16",2100,"CALL",31.4,34.6,311
"JUN5 16",2150,"CALL",20.9,23.3,311
"JUN5 16",2200,"CALL",13.9,15.1,311
"JUN5 16",2250,"CALL",9,9.9,311
"JUN5 16",2300,"CALL",5.7,6.6,311
"JUN5 16",2350,"CALL",3.7,4.5,311
"JUN5 16",2400,"CALL",2.3,3.1,311
"JUN5 16",2450,"CALL",1.45,2,311
"JUN5 16",2500,"CALL",0.85,1.4,311
"JUN5 16",2600,"CALL",0.25,0.65,311
"DEC 16",100,"CALL",1709,1728.2,479
"DEC 16",200,"CALL",1610.1,1629.3,479
"DEC 16",300,"CALL",1511.2,1530.4,479
"DEC 16",400,"CALL",1412.6,1431.8,479
"DEC 16",500,"CALL",1314.3,1333.5,479
"DEC 16",550,"CALL",1265.5,1284.7,479
"DEC 16",600,"CALL",1216.8,1236,479
"DEC 16",650,"CALL",1168.4,1187.6,479
"DEC 16",700,"CALL",1120.3,1139.5,479
"DEC 16",750,"CALL",1072.2,1091.4,479
"DEC 16",800,"CALL",1023.5,1042.7,479
"DEC 16",850,"CALL",974.7,993.9,479
"DEC 16",900,"CALL",926.7,945.9,479
"DEC 16",925,"CALL",902.9,922.1,479
"DEC 16",950,"CALL",879,898.2,479
"DEC 16",975,"CALL",854.9,874.1,479
"DEC 16",1000,"CALL",831.2,850.4,479
"DEC 16",1025,"CALL",808.2,827.4,479
"DEC 16",1050,"CALL",785.4,804.6,479
"DEC 16",1075,"CALL",762.4,781.6,479
"DEC 16",1100,"CALL",739.4,758.6,479
"DEC 16",1125,"CALL",716.5,735.7,479
"DEC 16",1150,"CALL",693.7,712.9,479
"DEC 16",1175,"CALL",671.1,690.3,479
"DEC 16",1200,"CALL",648.7,667.9,479
"DEC 16",1225,"CALL",626.4,645.6,479
"DEC 16",1250,"CALL",604.3,623.5,479
"DEC 16",1275,"CALL",582.3,601.5,479
"DEC 16",1300,"CALL",560.5,579.7,479
"DEC 16",1325,"CALL",538.9,558.1,479
"DEC 16",1350,"CALL",517.4,536.6,479
"DEC 16",1375,"CALL",496.2,515.4,479
"DEC 16",1400,"CALL",475.1,494.3,479
"DEC 16",1425,"CALL",454.3,473.5,479
"DEC 16",1450,"CALL",433.7,452.9,479
"DEC 16",1475,"CALL",413.4,432.6,479
"DEC 16",1500,"CALL",393.4,412.6,479
"DEC 16",1525,"CALL",373.8,393,479
"DEC 16",1550,"CALL",354.5,373.7,479
"DEC 16",1575,"CALL",335.6,354.8,479
"DEC 16",1600,"CALL",316.7,335.9,479
"DEC 16",1625,"CALL",297.7,316.9,479
"DEC 16",1650,"CALL",279.1,298.3,479
"DEC 16",1675,"CALL",260.9,280.1,479
"DEC 16",1700,"CALL",243.2,262.4,479
"DEC 16",1725,"CALL",226,245.2,479
"DEC 16",1750,"CALL",209.5,228.7,479
"DEC 16",1775,"CALL",195.4,211.4,479
"DEC 16",1800,"CALL",182.3,195.1,479
"DEC 16",1825,"CALL",168.3,181.1,479
"DEC 16",1850,"CALL",154.6,167.4,479
"DEC 16",1875,"CALL",141,153.8,479
"DEC 16",1900,"CALL",127.8,140.6,479
"DEC 16",1925,"CALL",114.9,127.7,479
"DEC 16",1950,"CALL",102.5,115.3,479
"DEC 16",1975,"CALL",93.1,101.1,479
"DEC 16",2000,"CALL",82.1,90.1,479
"DEC 16",2025,"CALL",71.7,79.7,479
"DEC 16",2050,"CALL",62.1,70.1,479
"DEC 16",2075,"CALL",53.3,61.3,479
"DEC 16",2100,"CALL",47.3,51.3,479
"DEC 16",2125,"CALL",40,44,479
"DEC 16",2150,"CALL",33.8,37,479
"DEC 16",2175,"CALL",28.3,30.7,479
"DEC 16",2200,"CALL",23.2,25.6,479
"DEC 16",2225,"CALL",19.2,20.4,479
"DEC 16",2250,"CALL",15.4,16.6,479
"DEC 16",2275,"CALL",12.1,13.3,479
"DEC 16",2300,"CALL",9.6,10.5,479
"DEC 16",2325,"CALL",7.3,8.2,479
"DEC 16",2350,"CALL",5.6,6.5,479
"DEC 16",2375,"CALL",4.3,5.1,479
"DEC 16",2400,"CALL",3.3,4.1,479
"DEC 16",2425,"CALL",2.55,3.3,479
"DEC 16",2450,"CALL",2.05,2.75,479
"DEC 16",2475,"CALL",1.7,2.25,479
"DEC 16",2500,"CALL",1.4,1.95,479
"DEC 16",2525,"CALL",1.1,1.65,479
"DEC 16",2550,"CALL",0.85,1.4,479
"DEC 16",2575,"CALL",0.7,1.15,479
"DEC 16",2600,"CALL",0.55,1,479
"DEC 16",2800,"CALL",0,0.3,479
"DEC 16",3000,"CALL",0,0.3,479
"DEC 16",3500,"CALL",0,0.3,479
"JAN 17",100,"CALL",1705.6,1724.8,514
"JAN 17",200,"CALL",1606.9,1626.1,514
"JAN 17",300,"CALL",1508.6,1527.8,514
"JAN 17",400,"CALL",1410.6,1429.8,514
"JAN 17",500,"CALL",1312.9,1332.1,514
"JAN 17",550,"CALL",1263.9,1283.1,514
"JAN 17",600,"CALL",1214.9,1234.1,514
"JAN 17",650,"CALL",1165.8,1185,514
"JAN 17",700,"CALL",1117,1136.2,514
"JAN 17",750,"CALL",1068.3,1087.5,514
"JAN 17",800,"CALL",1020.1,1039.3,514
"JAN 17",825,"CALL",996.1,1015.3,514
"JAN 17",850,"CALL",972.3,991.5,514
"JAN 17",875,"CALL",948.6,967.8,514
"JAN 17",900,"CALL",924.9,944.1,514
"JAN 17",925,"CALL",901.4,920.6,514
"JAN 17",950,"CALL",877.9,897.1,514
"JAN 17",975,"CALL",854.5,873.7,514
"JAN 17",1000,"CALL",831.2,850.4,514
"JAN 17",1025,"CALL",808,827.2,514
"JAN 17",1050,"CALL",785,804.2,514
"JAN 17",1075,"CALL",762.1,781.3,514
"JAN 17",1100,"CALL",739.3,758.5,514
"JAN 17",1125,"CALL",716.6,735.8,514
"JAN 17",1150,"CALL",694,713.2,514
"JAN 17",1175,"CALL",671.6,690.8,514
"JAN 17",1200,"CALL",649.4,668.6,514
"JAN 17",1225,"CALL",627.3,646.5,514
"JAN 17",1250,"CALL",605.4,624.6,514
"JAN 17",1275,"CALL",583.6,602.8,514
"JAN 17",1300,"CALL",562.1,581.3,514
"JAN 17",1325,"CALL",540.7,559.9,514
"JAN 17",1350,"CALL",519.5,538.7,514
"JAN 17",1375,"CALL",498.5,517.7,514
"JAN 17",1400,"CALL",477.8,497,514
"JAN 17",1425,"CALL",457.2,476.4,514
"JAN 17",1450,"CALL",437,456.2,514
"JAN 17",1475,"CALL",416.9,436.1,514
"JAN 17",1500,"CALL",397.1,416.3,514
"JAN 17",1525,"CALL",377.6,396.8,514
"JAN 17",1550,"CALL",358.4,377.6,514
"JAN 17",1575,"CALL",339.4,358.6,514
"JAN 17",1600,"CALL",320.8,340,514
"JAN 17",1625,"CALL",302.4,321.6,514
"JAN 17",1650,"CALL",284.5,303.7,514
"JAN 17",1675,"CALL",266.8,286,514
"JAN 17",1700,"CALL",249.6,268.8,514
"JAN 17",1725,"CALL",232.7,251.9,514
"JAN 17",1750,"CALL",216.3,235.5,514
"JAN 17",1775,"CALL",200.2,219.4,514
"JAN 17",1800,"CALL",187.8,200.6,514
"JAN 17",1825,"CALL",172.7,185.5,514
"JAN 17",1850,"CALL",158.1,170.9,514
"JAN 17",1875,"CALL",144,156.8,514
"JAN 17",1900,"CALL",130.6,143.4,514
"JAN 17",1925,"CALL",117.7,130.5,514
"JAN 17",1950,"CALL",105.5,118.3,514
"JAN 17",1975,"CALL",95.3,105.3,514
"JAN 17",2000,"CALL",85.4,93.4,514
"JAN 17",2025,"CALL",75.2,83.2,514
"JAN 17",2050,"CALL",65.7,73.7,514
"JAN 17",2075,"CALL",56.8,64.8,514
"JAN 17",2100,"CALL",50.3,55.3,514
"JAN 17",2125,"CALL",43.4,47.4,514
"JAN 17",2150,"CALL",37.1,40.3,514
"JAN 17",2175,"CALL",31.1,34.3,514
"JAN 17",2200,"CALL",26.1,28.5,514
"JAN 17",2225,"CALL",21.5,23.9,514
"JAN 17",2250,"CALL",18,19.2,514
"JAN 17",2275,"CALL",14.5,15.7,514
"JAN 17",2300,"CALL",11.5,12.7,514
"JAN 17",2325,"CALL",9.3,10.2,514
"JAN 17",2350,"CALL",7.3,8.2,514
"JAN 17",2375,"CALL",5.7,6.6,514
"JAN 17",2400,"CALL",4.5,5.3,514
"JAN 17",2425,"CALL",3.5,4.3,514
"JAN 17",2450,"CALL",2.7,3.5,514
"JAN 17",2475,"CALL",2.1,2.9,514
"JAN 17",2500,"CALL",1.7,2.4,514
"JAN 17",2525,"CALL",1.4,1.95,514
"JAN 17",2550,"CALL",1.1,1.65,514
"JAN 17",2575,"CALL",0.9,1.45,514
"JAN 17",2600,"CALL",0.75,1.3,514
"JAN 17",2650,"CALL",0.65,1.1,514
"JAN 17",2700,"CALL",0.6,1.05,514
"JAN 17",2750,"CALL",0.55,1,514
"JAN 17",2800,"CALL",0.55,1,514
"JAN 17",2850,"CALL",0.55,1,514
"JAN 17",2900,"CALL",0.5,0.95,514
"JAN 17",2950,"CALL",0.45,0.9,514
"JAN 17",3000,"CALL",0.4,0.85,514
"JAN 17",3100,"CALL",0.3,0.7,514
"JAN 17",3200,"CALL",0.2,0.6,514
"JAN 17",3300,"CALL",0.1,0.4,514
"JAN 17",3400,"CALL",0,0.3,514
"JAN 17",3500,"CALL",0,0.3,514
"JUN 17",300,"CALL",1492.5,1511.7,661
"JUN 17",400,"CALL",1394.5,1413.7,661
"JUN 17",500,"CALL",1296.8,1316,661
"JUN 17",600,"CALL",1200.1,1219.3,661
"JUN 17",700,"CALL",1105.5,1124.7,661
"JUN 17",750,"CALL",1059.6,1078.8,661
"JUN 17",800,"CALL",1013.3,1032.5,661
"JUN 17",850,"CALL",965.1,984.3,661
"JUN 17",900,"CALL",919.3,938.5,661
"JUN 17",925,"CALL",895.6,914.8,661
"JUN 17",950,"CALL",871.9,891.1,661
"JUN 17",975,"CALL",849,868.2,661
"JUN 17",1000,"CALL",826.3,845.5,661
"JUN 17",1025,"CALL",803.6,822.8,661
"JUN 17",1050,"CALL",781.1,800.3,661
"JUN 17",1075,"CALL",758.7,777.9,661
"JUN 17",1100,"CALL",736.4,755.6,661
"JUN 17",1125,"CALL",714.2,733.4,661
"JUN 17",1150,"CALL",692.1,711.3,661
"JUN 17",1175,"CALL",670.3,689.5,661
"JUN 17",1200,"CALL",648.6,667.8,661
"JUN 17",1225,"CALL",627.2,646.4,661
"JUN 17",1250,"CALL",606,625.2,661
"JUN 17",1275,"CALL",584.9,604.1,661
"JUN 17",1300,"CALL",563.9,583.1,661
"JUN 17",1325,"CALL",543.2,562.4,661
"JUN 17",1350,"CALL",522.8,542,661
"JUN 17",1375,"CALL",502.4,521.6,661
"JUN 17",1400,"CALL",482.3,501.5,661
"JUN 17",1425,"CALL",462.4,481.6,661
"JUN 17",1450,"CALL",442.8,462,661
"JUN 17",1475,"CALL",423.4,442.6,661
"JUN 17",1500,"CALL",404.3,423.5,661
"JUN 17",1525,"CALL",385.6,404.8,661
"JUN 17",1550,"CALL",367.1,386.3,661
"JUN 17",1575,"CALL",348.9,368.1,661
"JUN 17",1600,"CALL",331,350.2,661
"JUN 17",1625,"CALL",313.6,332.8,661
"JUN 17",1650,"CALL",296.5,315.7,661
"JUN 17",1675,"CALL",279.7,298.9,661
"JUN 17",1700,"CALL",263.2,282.4,661
"JUN 17",1725,"CALL",247.1,266.3,661
"JUN 17",1750,"CALL",231.4,250.6,661
"JUN 17",1775,"CALL",216.1,235.3,661
"JUN 17",1800,"CALL",201.3,220.5,661
"JUN 17",1825,"CALL",190.1,202.9,661
"JUN 17",1850,"CALL",176.1,188.9,661
"JUN 17",1875,"CALL",162.4,175.2,661
"JUN 17",1900,"CALL",149.3,162.1,661
"JUN 17",1925,"CALL",136.7,149.5,661
"JUN 17",1950,"CALL",124.8,137.6,661
"JUN 17",1975,"CALL",113.7,126.5,661
"JUN 17",2000,"CALL",103.1,115.9,661
"JUN 17",2025,"CALL",95.2,103.2,661
"JUN 17",2050,"CALL",85.2,93.2,661
"JUN 17",2075,"CALL",75.8,83.8,661
"JUN 17",2100,"CALL",67.1,75.1,661
"JUN 17",2125,"CALL",59.3,67.3,661
"JUN 17",2150,"CALL",52.1,60.1,661
"JUN 17",2175,"CALL",47.5,51.5,661
"JUN 17",2200,"CALL",41.4,45.4,661
"JUN 17",2225,"CALL",36.3,39.5,661
"JUN 17",2250,"CALL",31.3,34.5,661
"JUN 17",2275,"CALL",27.3,29.7,661
"JUN 17",2300,"CALL",23.4,25.8,661
"JUN 17",2325,"CALL",20.1,22.5,661
"JUN 17",2350,"CALL",17.6,18.8,661
"JUN 17",2375,"CALL",14.9,16.1,661
"JUN 17",2400,"CALL",12.4,13.6,661
"JUN 17",2425,"CALL",10.2,11.4,661
"JUN 17",2450,"CALL",8.5,9.4,661
"JUN 17",2475,"CALL",7,7.9,661
"JUN 17",2500,"CALL",6.1,7,661
"JUN 17",2550,"CALL",5,5.9,661
"JUN 17",2600,"CALL",4.5,5.3,661
"JUN 17",2650,"CALL",4.2,5,661
"JUN 17",2700,"CALL",4.2,5,661
"JUN 17",2750,"CALL",4.1,4.9,661
"JUN 17",2800,"CALL",4,4.8,661
"JUN 17",2850,"CALL",3.8,4.6,661
"JUN 17",2900,"CALL",3.5,4.3,661
"JUN 17",2950,"CALL",3.3,4.1,661
"JUN 17",3000,"CALL",2.9,3.7,661
"JUN 17",3100,"CALL",2.2,3,661
"JUN 17",3200,"CALL",1.65,2.2,661
"JUN 17",3300,"CALL",1.05,1.6,661
"JUN 17",3400,"CALL",0.65,1.1,661
"JUN 17",3500,"CALL",0.4,0.85,661
"DEC 17",100,"CALL",1674,1693.2,843
"DEC 17",200,"CALL",1576.7,1595.9,843
"DEC 17",300,"CALL",1480.1,1499.3,843
"DEC 17",400,"CALL",1384.8,1404,843
"DEC 17",500,"CALL",1289.4,1308.6,843
"DEC 17",550,"CALL",1241.6,1260.8,843
"DEC 17",600,"CALL",1194.2,1213.4,843
"DEC 17",650,"CALL",1147.1,1166.3,843
"DEC 17",700,"CALL",1099.9,1119.1,843
"DEC 17",750,"CALL",1052.7,1071.9,843
"DEC 17",800,"CALL",1005.8,1025,843
"DEC 17",825,"CALL",982.5,1001.7,843
"DEC 17",850,"CALL",959.3,978.5,843
"DEC 17",875,"CALL",936.6,955.8,843
"DEC 17",900,"CALL",914.4,933.6,843
"DEC 17",925,"CALL",891.9,911.1,843
"DEC 17",950,"CALL",869.3,888.5,843
"DEC 17",975,"CALL",846.9,866.1,843
"DEC 17",1000,"CALL",824.5,843.7,843
"DEC 17",1025,"CALL",802.2,821.4,843
"DEC 17",1050,"CALL",779.9,799.1,843
"DEC 17",1075,"CALL",758.1,777.3,843
"DEC 17",1100,"CALL",736.6,755.8,843
"DEC 17",1125,"CALL",715.3,734.5,843
"DEC 17",1150,"CALL",694,713.2,843
"DEC 17",1175,"CALL",672.9,692.1,843
"DEC 17",1200,"CALL",651.9,671.1,843
"DEC 17",1225,"CALL",631.2,650.4,843
"DEC 17",1250,"CALL",610.5,629.7,843
"DEC 17",1275,"CALL",589.9,609.1,843
"DEC 17",1300,"CALL",569.5,588.7,843
"DEC 17",1325,"CALL",549.4,568.6,843
"DEC 17",1350,"CALL",529.9,549.1,843
"DEC 17",1375,"CALL",510.9,530.1,843
"DEC 17",1400,"CALL",492,511.2,843
"DEC 17",1425,"CALL",473.2,492.4,843
"DEC 17",1450,"CALL",454.4,473.6,843
"DEC 17",1475,"CALL",435.8,455,843
"DEC 17",1500,"CALL",417.4,436.6,843
"DEC 17",1525,"CALL",399.4,418.6,843
"DEC 17",1550,"CALL",381.8,401,843
"DEC 17",1575,"CALL",364.6,383.8,843
"DEC 17",1600,"CALL",347.7,366.9,843
"DEC 17",1625,"CALL",331.1,350.3,843
"DEC 17",1650,"CALL",314.8,334,843
"DEC 17",1675,"CALL",298.8,318,843
"DEC 17",1700,"CALL",283.1,302.3,843
"DEC 17",1725,"CALL",267.7,286.9,843
"DEC 17",1750,"CALL",252.6,271.8,843
"DEC 17",1775,"CALL",237.8,257,843
"DEC 17",1800,"CALL",223.4,242.6,843
"DEC 17",1825,"CALL",209.4,228.6,843
"DEC 17",1850,"CALL",197.4,213.4,843
"DEC 17",1875,"CALL",185.7,198.5,843
"DEC 17",1900,"CALL",172.8,185.6,843
"DEC 17",1925,"CALL",160.3,173.1,843
"DEC 17",1950,"CALL",148.3,161.1,843
"DEC 17",1975,"CALL",136.7,149.5,843
"DEC 17",2000,"CALL",125.6,138.4,843
"DEC 17",2025,"CALL",115.1,127.9,843
"DEC 17",2050,"CALL",105,117.8,843
"DEC 17",2075,"CALL",96.9,106.9,843
"DEC 17",2100,"CALL",88.9,96.9,843
"DEC 17",2125,"CALL",80.4,88.4,843
"DEC 17",2150,"CALL",72.3,80.3,843
"DEC 17",2175,"CALL",64.6,72.6,843
"DEC 17",2200,"CALL",57.3,65.3,843
"DEC 17",2225,"CALL",50.5,58.5,843
"DEC 17",2250,"CALL",46.2,50.2,843
"DEC 17",2275,"CALL",40.4,44.4,843
"DEC 17",2300,"CALL",35.6,38.8,843
"DEC 17",2325,"CALL",31,34.2,843
"DEC 17",2350,"CALL",27.4,29.8,843
"DEC 17",2375,"CALL",23.9,26.3,843
"DEC 17",2400,"CALL",21,23.4,843
"DEC 17",2425,"CALL",19.1,20.3,843
"DEC 17",2450,"CALL",16.8,18,843
"DEC 17",2475,"CALL",14.7,15.9,843
"DEC 17",2500,"CALL",12.5,13.7,843
"DEC 17",2525,"CALL",10.4,11.6,843
"DEC 17",2550,"CALL",8.4,9.3,843
"DEC 17",2575,"CALL",6.5,7.4,843
"DEC 17",2600,"CALL",4.9,5.8,843
"DEC 17",2625,"CALL",3.7,4.5,843
"DEC 17",2650,"CALL",2.8,3.6,843
"DEC 17",2675,"CALL",2.15,2.95,843
"DEC 17",2700,"CALL",1.7,2.4,843
"DEC 17",2750,"CALL",1.2,1.75,843
"DEC 17",2800,"CALL",0.9,1.45,843
"DEC 17",2900,"CALL",0.7,1.15,843
"DEC 17",3000,"CALL",0.5,0.95,843
"DEC 17",3500,"CALL",0,0.3,843
"AUG4 15",750,"PUT",0,0.3,4
"AUG4 15",800,"PUT",0,0.3,4
"AUG4 15",850,"PUT",0,0.3,4
"AUG4 15",900,"PUT",0,0.3,4
"AUG4 15",950,"PUT",0,0.3,4
"AUG4 15",1000,"PUT",0,0.3,4
"AUG4 15",1050,"PUT",0,0.3,4
"AUG4 15",1100,"PUT",0,0.3,4
"AUG4 15",1150,"PUT",0,0.3,4
"AUG4 15",1175,"PUT",0.05,0.35,4
"AUG4 15",1200,"PUT",0.1,0.4,4
"AUG4 15",1225,"PUT",0.15,0.55,4
"AUG4 15",1250,"PUT",0.2,0.6,4
"AUG4 15",1275,"PUT",0.3,0.7,4
"AUG4 15",1300,"PUT",0.35,0.8,4
"AUG4 15",1325,"PUT",0.45,0.9,4
"AUG4 15",1350,"PUT",0.6,1.05,4
"AUG4 15",1375,"PUT",0.75,1.2,4
"AUG4 15",1400,"PUT",0.95,1.5,4
"AUG4 15",1425,"PUT",1.15,1.7,4
"AUG4 15",1450,"PUT",1.45,2,4
"AUG4 15",1475,"PUT",1.7,2.4,4
"AUG4 15",1500,"PUT",2.05,2.85,4
"AUG4 15",1510,"PUT",2.2,3,4
"AUG4 15",1520,"PUT",2.4,3.2,4
"AUG4 15",1525,"PUT",2.5,3.3,4
"AUG4 15",1530,"PUT",2.6,3.4,4
"AUG4 15",1540,"PUT",2.85,3.6,4
"AUG4 15",1550,"PUT",3.1,3.9,4
"AUG4 15",1560,"PUT",3.4,4.2,4
"AUG4 15",1570,"PUT",3.6,4.4,4
"AUG4 15",1575,"PUT",3.8,4.6,4
"AUG4 15",1580,"PUT",3.9,4.7,4
"AUG4 15",1585,"PUT",4.1,4.9,4
"AUG4 15",1590,"PUT",4.3,5.1,4
"AUG4 15",1595,"PUT",4.4,5.2,4
"AUG4 15",1600,"PUT",4.6,5.4,4
"AUG4 15",1605,"PUT",4.7,5.6,4
"AUG4 15",1610,"PUT",4.9,5.8,4
"AUG4 15",1615,"PUT",5.1,6,4
"AUG4 15",1620,"PUT",5.3,6.2,4
"AUG4 15",1625,"PUT",5.5,6.4,4
"AUG4 15",1630,"PUT",5.8,6.7,4
"AUG4 15",1635,"PUT",6,6.9,4
"AUG4 15",1640,"PUT",6.2,7.1,4
"AUG4 15",1645,"PUT",6.5,7.4,4
"AUG4 15",1650,"PUT",6.8,7.7,4
"AUG4 15",1655,"PUT",7,7.9,4
"AUG4 15",1660,"PUT",7.3,8.2,4
"AUG4 15",1665,"PUT",7.6,8.5,4
"AUG4 15",1670,"PUT",7.9,8.8,4
"AUG4 15",1675,"PUT",8.3,9.2,4
"AUG4 15",1680,"PUT",8.6,9.5,4
"AUG4 15",1685,"PUT",9,9.9,4
"AUG4 15",1690,"PUT",9.3,10.2,4
"AUG4 15",1695,"PUT",9.6,10.8,4
"AUG4 15",1700,"PUT",10,11.2,4
"AUG4 15",1705,"PUT",10.4,11.6,4
"AUG4 15",1710,"PUT",10.8,12,4
"AUG4 15",1715,"PUT",11.3,12.5,4
"AUG4 15",1720,"PUT",11.7,12.9,4
"AUG4 15",1725,"PUT",12.2,13.4,4
"AUG4 15",1730,"PUT",12.8,14,4
"AUG4 15",1735,"PUT",13.3,14.5,4
"AUG4 15",1740,"PUT",13.9,15.1,4
"AUG4 15",1745,"PUT",14.5,15.7,4
"AUG4 15",1750,"PUT",15.1,16.3,4
"AUG4 15",1755,"PUT",15.7,16.9,4
"AUG4 15",1760,"PUT",16.4,17.6,4
"AUG4 15",1765,"PUT",17.1,18.3,4
"AUG4 15",1770,"PUT",17.9,19.1,4
"AUG4 15",1775,"PUT",18.7,19.9,4
"AUG4 15",1780,"PUT",19.3,20.9,4
"AUG4 15",1785,"PUT",20.2,21.8,4
"AUG4 15",1790,"PUT",20.7,23.1,4
"AUG4 15",1795,"PUT",21.7,24.1,4
"AUG4 15",1800,"PUT",22.7,25.1,4
"AUG4 15",1805,"PUT",23.7,26.1,4
"AUG4 15",1810,"PUT",24.8,27.2,4
